ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"WPML Translation ID","WPML Language Code","Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_aantal_kg)","Attribute Value (pa_aantal_kg)","Attribute In Variations (pa_aantal_kg)","Attribute Is Visible (pa_aantal_kg)","Attribute Is Taxonomy (pa_aantal_kg)","Attribute Name (pa_aantalkg)","Attribute Value (pa_aantalkg)","Attribute In Variations (pa_aantalkg)","Attribute Is Visible (pa_aantalkg)","Attribute Is Taxonomy (pa_aantalkg)","Attribute Name (pa_color)","Attribute Value (pa_color)","Attribute In Variations (pa_color)","Attribute Is Visible (pa_color)","Attribute Is Taxonomy (pa_color)","Attribute Name (pa_maat)","Attribute Value (pa_maat)","Attribute In Variations (pa_maat)","Attribute Is Visible (pa_maat)","Attribute Is Taxonomy (pa_maat)","Attribute Name (pa_merk)","Attribute Value (pa_merk)","Attribute In Variations (pa_merk)","Attribute Is Visible (pa_merk)","Attribute Is Taxonomy (pa_merk)","Shipping Class","Product Visibility",URL,Title,Caption,Description,"Alt Text",Featured,URL,"Product Type",Tags,Productcategorieën,Producttags,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Address,"Address 2",Town/City,State,ZIP,"Daycare Owner","Daycare Staff",Daycare,"Daycare Staff",Parent,"Parent Extra","What you need","DNA content",Daycare(s),"Business user","VAT number"
595,"Smeerkaas 200g","Product: Smeerkaas in vlootje
Formaat: 200g",,20180702,product,https://www.wingparent.be/product/smeerkaas-200g/,448,nl,0,,0.84,0.84,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Brood/Beleg/Ontbijt,kaas|smeerkaas|vlootje|zuivel,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,smeerkaas-200g,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
597,"Emmental geraspte kaas 100g","Product: Emmental geraspte kaas
Formaat: 100g",,20180702,product,https://www.wingparent.be/product/emmental-geraspte-kaas-100g/,450,nl,0,,0.66,0.66,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Smaakmaker/ olie/ toppings","emmental|emmentaler|geraspt|geraspte|geraspte kaas|kaas",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,emmental-geraspte-kaas-100g,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
599,"Keukenzout 1kg","Product: Keukenzout
Formaat: 1kg",,20180702,product,https://www.wingparent.be/product/keukenzout-1kg/,456,nl,0,,0.23,0.23,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Smaakmaker/ olie/ toppings",keukenzout|kruiden|zout,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,keukenzout-1kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
602,"Vloeiende bloem 1kg","Product: Vloeiende bloem
Formaat: 1kg",,20180702,product,https://www.wingparent.be/product/vloeiende-bloem-1kg/,462,nl,0,,1.03,1.03,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Bloem/Bakken/Cake,"bloem|vloeiend|vloeiende|vloeiende bloem",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,vloeiende-bloem-1kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
604,"Siroop 450g","Product: Siroop
Formaat: 450g",,20180702,product,https://www.wingparent.be/product/siroop-450g/,467,nl,0,,1.03,1.03,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Brood/Beleg/Ontbijt,siroop,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,siroop-450g,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
606,"Speculoospasta 400g","Product: Speculoospasta
Formaat: 400g",,20180702,product,https://www.wingparent.be/product/speculoospasta-400g/,468,nl,0,,1.86,1.86,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Brood/Beleg/Ontbijt,pasta|speculaas|speculaaspasta|speculoos|speculoospasta,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,speculoospasta-400g,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
608,"Diepvries schnitzel 1kg","Product: Diepvries schnitzel
Formaat: 1 kg",,20180702,product,https://www.wingparent.be/product/diepvries-schnitzel-1kg/,469,nl,0,,8.67,8.67,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vlees/Vis/Veggie,Diepvries|schnitzel,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-schnitzel-1kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
610,"Diepvries wortelen erwten 1,5kg","Product: Diepvries wortelen erwten
Formaat: 1,5 kg",,20180702,product,https://www.wingparent.be/product/diepvries-wortelen-erwten-15kg/,470,nl,0,,1.83,1.83,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,"Diepvries|erwten|erwten en wortelen|erwten-wortelen|groenten|wortelen|wortelen en erwten|wortelen-erwten",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-wortelen-erwten-15kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
614,"Diepvries hamburger 1kg","Product: Diepvries hamburger
Formaat: 1 kg",,20180702,product,https://www.wingparent.be/product/diepvries-hamburger-1kg/,481,nl,0,,8.44,8.44,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vlees/Vis/Veggie,Diepvries|hamburger,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-hamburger-1kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
616,Sinaasappelen,"Product: Sinaasappelen
Formaat: 4kg",,20180702,product,https://www.wingparent.be/product/sinaasappelen/,483,nl,0,,3.25,3.25,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Fruit,appelsien|appelsienen|fruit|sinaasappel|sinaasappelen,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,sinaasappelen,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
618,"Appelen 2kg","Product: Appelen
Formaat: 2kg",,20180702,product,https://www.wingparent.be/product/appelen-2kg/,488,nl,0,,2.73,2.73,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Fruit,appel|appelen|eetappel|eetappelen|fruit,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,appelen-2kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
620,"Kiwi 1kg","Product: Kiwi
Formaat: 1kg",,20180702,product,https://www.wingparent.be/product/kiwi-1kg/,493,nl,0,,2.35,2.35,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Fruit,fruit|kiwi,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,kiwi-1kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
622,"Rode bieten 500g","Product: Rode bieten
Formaat: 500g",,20180702,product,https://www.wingparent.be/product/rode-bieten-500g/,495,nl,0,,1.27,1.27,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,"biet|bieten|fruit|rode|rode biet|rode bieten|rood",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,rode-bieten-500g,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
624,"Peren 1kg","Product: Peren
Formaat: 1kg",,20180702,product,https://www.wingparent.be/product/peren-1kg/,501,nl,0,,1.69,1.69,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Fruit,fruit|peer|peren,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,peren-1kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
626,"Diepvries ui gesneden 2.5kg","Product: Diepvries ui gesneden
Formaat: 2.5kg",,20180702,product,https://www.wingparent.be/product/diepvries-ui-gesneden-2-5kg/,504,nl,0,,3.47,3.47,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,"ajuin|ajuinen|geneden ui|gesneden uien|ui|uien",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-ui-gesneden-2-5kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
628,"Diepvries prei 2.5kg","Product: Diepvries prei
Formaat: 2.5kg",,20180702,product,https://www.wingparent.be/product/diepvries-prei-2-5kg/,511,nl,0,,3.09,3.09,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,"Diepvries|diepvries gesneden prei|diepvries prei|gesneden prei|prei",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-prei-2-5kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
631,"Passata 500g","Product: Passata
Formaat: 500g",,20180702,product,https://www.wingparent.be/product/passata-500g/,517,nl,0,,0.31,0.31,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Blik &amp; brik",passata,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,passata-500g,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
633,"Vuilzak 60l 15st","Product: Vuilzak 60l
Formaat: 15st",,20180702,product,https://www.wingparent.be/product/vuilzak-60l-15st/,519,nl,0,,0.62,0.62,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vaatwas/Wassen/Poetsen,afval|vuilniszak|vuilzak,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,vuilzak-60l-15st,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,21vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
636,"Afwasmiddel citroen 1l","Product: Afwasmiddel citroen
Formaat: 1l",,20180702,product,https://www.wingparent.be/product/afwasmiddel-citroen-1l/,523,nl,0,,0.54,0.54,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vaatwas/Wassen/Poetsen,afwas|afwasmiddel|citroen,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,afwasmiddel-citroen-1l,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,21vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
638,"WC ontkalker Harpic 750ml","Product: WC ontkalker Harpic
Formaat: 750ml",,20180702,product,https://www.wingparent.be/product/wc-ontkalker-harpic-750ml/,527,nl,0,,1.21,1.21,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vaatwas/Wassen/Poetsen,ontkalker|toiletreiniger|wc,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,wc-ontkalker-harpic-750ml,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,21vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
640,"Allesreiniger 2l","Product: Allesreiniger
Formaat: 2l",,20180702,product,https://www.wingparent.be/product/allesreiniger-2l/,531,nl,0,,0.74,0.74,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vaatwas/Wassen/Poetsen,allesreiniger|citroen|poetsmiddel,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,allesreiniger-2l,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,21vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
642,"Kruidenkaas 150g","Product: Kruidenkaas
Formaat: 150g",,20180702,product,https://www.wingparent.be/product/kruidenkaas-150g/,534,nl,0,,0.65,0.65,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Brood/Beleg/Ontbijt,kaas|kruiden|kruidenkaas|zuivel,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,kruidenkaas-150g,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
644,"Olijfolie EV 1l","Product: Olijfolie extra vergine
Formaat: 1l",,20180702,product,https://www.wingparent.be/product/olijfolie-ev-1l/,536,nl,0,,4.08,4.08,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Smaakmaker/ olie/ toppings","extra vergine|olie|olijfolie|vergine",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,olijfolie-ev-1l,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
646,"Chocopasta 750g","Product: Chocopasta
Formaat: 750g",,20180702,product,https://www.wingparent.be/product/chocopasta-750g/,540,nl,0,,1.88,1.88,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Brood/Beleg/Ontbijt,choco|chocolade|chocopasta,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,chocopasta-750g,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
648,"Cake tijgerrol","Product: Cake tijgerrol
Formaat: 300g",,20180702,product,https://www.wingparent.be/product/cake-tijgerrol/,544,nl,0,,0.81,0.81,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Bloem/Bakken/Cake,"cake|cake tijgerrol|tijgerrol",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,cake-tijgerrol,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
650,"Diepvries bonen 1.5kg","Product: Diepvries bonen
Formaat: 1.5kg",,20180702,product,https://www.wingparent.be/product/diepvries-bonen-1-5kg/,548,nl,0,,1.70,1.70,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,bonen|Diepvries,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-bonen-1-5kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
652,"Diepvries tomatenblokjes 2.5kg","Product: Diepvries tomatenblokjes
Formaat: 2.5kg",,20180702,product,https://www.wingparent.be/product/diepvries-tomatenblokjes-2-5kg/,550,nl,0,,3.89,3.89,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,"Diepvries|diepvries tomatenblokjes|tomaten|tomatenblok|tomatenblokjes",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-tomatenblokjes-2-5kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
654,"Diepvries courgette schrijfjes 2.5kg","Product: Diepvries courgette in schijfjes
Formaat: 2.5kg",,20180702,product,https://www.wingparent.be/product/diepvries-courgette-schrijfjes-2-5kg/,552,nl,0,,4.13,4.13,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,courgette|courgetteschijfjes|Diepvries|schijfjes,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-courgette-schrijfjes-2-5kg,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
656,"Azijn 1,5l","Product: Azijn
Formaat: 1,5l",,20180702,product,https://www.wingparent.be/product/azijn-15l/,556,nl,0,,0.46,0.46,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Smaakmaker/ olie/ toppings",azijn,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,azijn-15l,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
658,"Billendoekjes 80st","Product: Baby billendoekjes
Formaat: 80st",,20180702,product,https://www.wingparent.be/product/billendoekjes-80st/,558,nl,0,,0.83,0.83,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Verzorging,baby|billen|billendoekjes,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,billendoekjes-80st,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,21vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
661,"Zakdoekjes tissue doos 1 doosje","Product: zakdoekjes tissue in doos
Formaat: 150 tissues/doosje",,20180702,product,https://www.wingparent.be/product/zakdoekjes-tissue-doos-1-box/,562,nl,0,,0.49,0.49,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Verzorging,baby|billen|billendoekjes,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,zakdoekjes-tissue-doos-1-box,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,21vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
664,"Wattenstaafjes 200st","Product: Wattenstaafjes
Formaat: 200st",,20180702,product,https://www.wingparent.be/product/wattenstaafjes-200st/,563,nl,0,,0.25,0.25,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Verzorging,wattenstaafje|wattenstaafjes,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,wattenstaafjes-200st,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,21vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
666,"Handschoenen vinyl Maat M 100st","Product: Handschoenen vinyl Maat M
Formaat: 100st",,20180702,product,https://www.wingparent.be/product/handschoenen-vinyl-maat-m-100st/,566,nl,0,,4.54,4.54,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Verzorging,"handschoenen|maat medium|vinyl",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,handschoenen-vinyl-maat-m-100st,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,21vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
668,"Batterij C 2st","Product: Batterij C
Formaat: 2st",,20180702,product,https://www.wingparent.be/product/batterij-c-2st/,570,nl,0,,1.65,1.65,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Bureaumateriaal,"batterij|batterij C|batterijen|C|C batterij",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,batterij-c-2st,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,21vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
672,"Batterij D 2st","Product: Batterij D
Formaat: 2st",,20180702,product,https://www.wingparent.be/product/batterij-d-2st/,578,nl,0,,1.65,1.65,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Bureaumateriaal,"batterij|batterij C|batterijen|C|C batterij",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,batterij-d-2st,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,21vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
674,"Appelmousseline 720g","Product: Appelmousseline
Formaat: 720g",,20180702,product,https://www.wingparent.be/product/appelmousseline-720g/,579,nl,0,,0.80,0.80,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Blik &amp; brik",appel|appelmousseline|mousseline,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,appelmousseline-720g,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
